,publish_time,title,channel_name,tags_count,views_count,likes_count,dislikes_count,comments_count,duration_sec,published_date,published_time_UTC,subscribers
135,2016-03-07T17:07:30Z,2015 Pop Mashup Pt 2,Alex Aero,6,81026,795,13,88.0,210,2016-03-07,17:07:30,69700.0
136,2015-05-10T19:32:57Z,Kygo x MGMT x Of Monsters and Men (Mashup),Alex Aero,0,67980,567,9,33.0,202,2015-05-10,19:32:57,69700.0
137,2016-06-27T18:14:11Z,Martin Garrix X Linkin Park X Galantis Mashup,Alex Aero,0,58702,773,32,39.0,192,2016-06-27,18:14:11,69700.0
138,2015-04-19T21:02:54Z,Muse x Kylie Minogue x The Police x Alphaville (Mashup),Alex Aero,0,58569,251,16,9.0,266,2015-04-19,21:02:54,69700.0
139,2016-06-28T16:55:55Z,The Day The Music Died,Alex Aero,10,56443,658,39,59.0,186,2016-06-28,16:55:55,69700.0
140,2015-10-01T17:52:00Z,Odeza ft. Shy GIrls x Dirty South ft Rudy (Mashup),Alex Aero,11,50056,333,16,23.0,148,2015-10-01,17:52:00,69700.0
141,2014-11-09T12:55:19Z,Music Mashup for Soda 2,Alex Aero,4,42619,289,5,35.0,2994,2014-11-09,12:55:19,69700.0
142,2019-12-31T19:19:46Z,Electronic Memories | Chill Mix,Alex Aero,0,39880,767,14,25.0,2316,2019-12-31,19:19:46,69700.0
143,2014-12-20T22:54:56Z,Le Doge Party Mix 2,Alex Aero,0,37574,309,6,44.0,2771,2014-12-20,22:54:56,69700.0
144,2019-12-31T20:22:46Z,The END | Chill Mix,Alex Aero,5,35883,746,16,61.0,2255,2019-12-31,20:22:46,69700.0
145,2015-01-21T15:13:07Z,Jimmy Eat World - The Middle (Alex Aero Mashup),Alex Aero,6,34077,423,14,28.0,184,2015-01-21,15:13:07,69700.0
146,2017-08-25T13:56:45Z,Pop Mashup 2k17,Alex Aero,3,29397,511,13,67.0,254,2017-08-25,13:56:45,69700.0
147,2015-05-12T19:45:41Z,Wiz Khalifa x Charlie Puth x Rihanna x Eminem (Mashup),Alex Aero,4,26431,324,7,17.0,310,2015-05-12,19:45:41,69700.0
148,2020-08-29T15:49:14Z,Summer Isolation | Chill Mix,Alex Aero,2,25583,566,9,86.0,2290,2020-08-29,15:49:14,69700.0
149,2018-05-02T19:48:36Z,Avicii x 3 Doors Down Mashup,Alex Aero,6,16433,358,6,42.0,182,2018-05-02,19:48:36,69700.0
150,2015-01-27T17:34:54Z,Le Doge Party Mix 3,Alex Aero,0,15616,162,3,21.0,2779,2015-01-27,17:34:54,69700.0
151,2017-08-22T19:52:57Z,Broken Back - Halcyon Birds (LarryKoek Remix),Alex Aero,6,15406,295,3,41.0,186,2017-08-22,19:52:57,69700.0
152,2014-12-22T15:37:56Z,Flume - Insane  (Alex Aero Remix),Alex Aero,4,13500,106,7,10.0,300,2014-12-22,15:37:56,69700.0
153,2015-04-11T17:31:56Z,Galantis - Gold Dust (Alex Aero Remake),Alex Aero,6,11879,102,2,11.0,323,2015-04-11,17:31:56,69700.0
154,2020-12-14T17:00:31Z,Better Days  | Chill Mix,Alex Aero,3,9826,264,0,48.0,1999,2020-12-14,17:00:31,69700.0
155,2019-11-20T16:00:08Z,Anthony Lazaro - Fly With Me (Alpume Remix)[Lyrics Video],Alex Aero,3,6409,143,6,19.0,262,2019-11-20,16:00:08,69700.0
156,2015-04-24T17:19:43Z,Matthew Koma x Zedd x Taio Cruz  (Mashup),Alex Aero,0,5239,70,3,7.0,299,2015-04-24,17:19:43,69700.0
157,2014-12-26T18:06:40Z,Porter Robinson - Language (Alex Aero Remix),Alex Aero,0,3599,34,1,1.0,270,2014-12-26,18:06:40,69700.0
158,2020-11-12T04:00:10Z,[Playlist] 슬슬 연말 분위기를 내볼까요? | 퍼펙트 크리스마스 캐롤 플레이리스트🎄🎅🎁 | Best Christmas Pop Songs Of All Time,essential;,12,7804261,60202,1932,5556.0,10604,2020-11-12,04:00:10,498000.0
159,2019-12-01T23:26:09Z,[Playlist] 월요병 ㅃㅃㅣ산뜻하게 충전하는 하루! 활력 뿜뿜 BGM 2ㅣCharge Up Your Day!,essential;,60,4478501,63079,741,1494.0,4376,2019-12-01,23:26:09,498000.0
160,2020-11-24T04:30:11Z,"[Playlist] 아니, 이런 노래는 어떻게 아는거야?? 너무 좋자나... | 노래 좀 듣는 애 플레이리스트😎ㅣShe has good taste in music😎",essential;,12,3017439,62358,631,861.0,3886,2020-11-24,04:30:11,498000.0
161,2019-09-27T08:45:56Z,[Playlist] 당신을 인싸로 만들어 줄 감각적인 가을 팝송,essential;,29,2936888,33941,426,530.0,3844,2019-09-27,08:45:56,498000.0
162,2020-05-14T08:23:55Z,[Playlist] 트렌디한 카페에서 흐르는 팝송ㅣfrom Instagrammable Cafe,essential;,14,2269277,27517,430,416.0,2852,2020-05-14,08:23:55,498000.0
163,2020-02-21T05:05:40Z,[Playlist] 지루해? 자극적이지 않은 달짝지근 데일리 팝!ㅣ달짝지근 기분 좋아지는 Daily Pop 2ㅣSongs for a Sweet and Pleasant Day,essential;,18,1927597,17716,242,265.0,4304,2020-02-21,05:05:40,498000.0
164,2020-01-06T01:22:11Z,[Playlist] 기분 좋은 산책이 땡길 때!ㅣ선선한 나들이 팝 플레이리스트ㅣBest Popular Songs Of 2020,essential;,67,1632066,23575,376,390.0,3386,2020-01-06,01:22:11,498000.0
165,2019-12-09T01:30:38Z,[Playlist] 산뜻하게 시작하는 행복한 하루ㅣ느낌 있는 펍에서 흘러나오는 트렌디 팝 플레이리스트ㅣBest Popular Songs Of 2019,essential;,48,1390924,15499,262,304.0,4637,2019-12-09,01:30:38,498000.0
166,2019-07-01T07:37:39Z,[Playlist] 사운드클라우드 힙한 감성 플레이리스트,essential;,10,1349531,32258,281,312.0,5503,2019-07-01,07:37:39,498000.0
167,2020-12-06T09:30:12Z,"[Playlist] 어느새 다가온 겨울, 첫눈을 기다리며ㅣ차가운 공기를 잠재우는 따스한 감성팝 6ㅣWarm & Cozy Winter Pop",essential;,12,1285824,16747,287,511.0,5300,2020-12-06,09:30:12,498000.0
168,2020-03-19T13:27:05Z,[Playlist] 분위기에 취할 세련된 도시감성ㅣBest Popular Songs Of 2020,essential;,9,1117376,15340,218,260.0,3897,2020-03-19,13:27:05,498000.0
169,2020-07-03T05:00:13Z,"[Playlist] 세련된 카페 안, 나 그리고 커피 & 음악 ☕🍮ㅣCoffee & Music",essential;,14,1110486,14227,219,284.0,3035,2020-07-03,05:00:13,498000.0
170,2019-10-04T09:54:00Z,[Playlist] 힙하게 시작하는 하루! 상쾌하고 감각적인 팝송 모음ㅣ트렌디하고 신나는 팝송 모음ㅣBest Popular Songs Of 2019,essential;,48,1091528,16508,193,251.0,3493,2019-10-04,09:54:00,498000.0
171,2021-01-06T09:45:30Z,[Playlist] 사장님 지금 이 노래 제목 뭐예요??ㅣ선곡 맛집 카페에서 들리는 BGMㅣtrendy coffee shop playlist 🥨,essential;,11,1036617,14727,191,295.0,4458,2021-01-06,09:45:30,498000.0
172,2020-11-02T00:30:12Z,[Playlist] 굿모닝~ 아침길 기분 UP! 하게 만드는 POP 🌅ㅣ Have a nice day! Trendy POP 🌅,essential;,10,981204,9167,121,160.0,5030,2020-11-02,00:30:12,498000.0
173,2019-08-22T09:47:18Z,[Playlist] 호캉스 갈 때 무조건 챙겨야하는 팝송추천ㅣ경쾌하고 세련된 팝송 모음,essential;,14,941992,11721,187,128.0,2646,2019-08-22,09:47:18,498000.0
174,2020-10-18T08:30:10Z,[Playlist] 가을에 들을 수 있는 몽글몽글 Playlist #3  l  Playlist for Autumn,essential;,5,889203,9689,147,143.0,5091,2020-10-18,08:30:10,498000.0
175,2019-12-02T11:42:12Z,[Playlist] 하루를 끝내고 따뜻한 욕조 속으로ㅣ따스하고 그루브한 멜로우 R&B 플레이리스트ㅣBest Popular Songs Of 2019,essential;,45,876743,12887,187,245.0,5070,2019-12-02,11:42:12,498000.0
176,2020-01-22T05:38:31Z,[Playlist] 긍정 에너지를 채워줄 Refresh Groove!ㅣ새로운 시작에 어울리는 흥겨운 알앤비 팝ㅣBest Popular Songs Of 2020,essential;,69,874041,11874,144,209.0,3904,2020-01-22,05:38:31,498000.0
177,2019-12-16T03:05:53Z,[Playlist] ㅋㅋ캬캬캬ㅑㅑㅑ 지나가던 개도 웃는 신나는 팝!ㅣ출퇴근길 기분 UP 시켜줄 리드미컬 팝 플레이리스트ㅣBest Popular Songs Of 2019,essential;,60,845582,12605,116,322.0,4734,2019-12-16,03:05:53,498000.0
178,2019-11-21T04:51:40Z,[Playlist] 고개가 까딱~ 까딱~ 나도 모르게 건방져지는 신나는 팝송ㅣ기분이 좋아지는 경쾌한 플레이리스트ㅣBest Pop Of 2019,essential;,35,840834,10603,174,190.0,3121,2019-11-21,04:51:40,498000.0
179,2020-02-26T04:42:09Z,[Playlist] 도입부에서 게임 오바.. 비트감있는 그루브 팝! ㅣBest Popular Songs Of 2020,essential;,15,836187,10523,131,160.0,4611,2020-02-26,04:42:09,498000.0
180,2021-01-02T04:36:21Z,"[Playlist] 주말 오후, 광합성하기 좋은 온실 카페에서 🌿ㅣ따뜻했던 무수한 날들에 대한 단상ㅣafternoon chilling tape 📼",essential;,12,794715,8610,130,188.0,5432,2021-01-02,04:36:21,498000.0
181,2019-07-18T07:42:25Z,[Playlist] 영혼까지 신나! 청량터지는 트로피컬 EDM 플레이리스트 🏝️,essential;,11,790955,10569,158,229.0,3679,2019-07-18,07:42:25,498000.0
182,2020-05-13T02:37:34Z,"[Playlist] 아, 이 노래들은 진짜 알려주기 아까운데ㅣOh, I really don't want to tell you these songs",essential;,14,753971,12357,174,280.0,2970,2020-05-13,02:37:34,498000.0
183,2019-12-30T02:21:10Z,[Playlist] 혼자 보내는 조용한 연말ㅣ분위기에 취하는 chill & groovy 플레이리스트ㅣBest Popular Songs Of 2019,essential;,57,676626,10968,109,201.0,5902,2019-12-30,02:21:10,498000.0
184,2020-02-23T03:19:07Z,"[Playlist] 겨울과 봄 사이, 가볍게 듣기 좋은 달달포근 팝!ㅣBest Popular Songs Of 2020",essential;,26,665707,7977,125,136.0,4209,2020-02-23,03:19:07,498000.0
185,2019-12-13T02:16:01Z,[Playlist] 나의 작고 소중한 크리스마스🎄ㅣ포근한 카페에 흐르는 잔잔한 캐롤 플레이리스트ㅣBest Holiday Songs Of 2019,essential;,59,660106,11656,122,200.0,3958,2019-12-13,02:16:01,498000.0
186,2019-11-30T04:18:09Z,[Playlist] 기분이 좋아지는 차분하고 상큼한 레모네이드 팝송ㅣ경쾌한 기분전환 플레이리스트ㅣBest Popular Songs Of 2019,essential;,60,635128,5791,124,191.0,4932,2019-11-30,04:18:09,498000.0
187,2020-04-16T02:24:51Z,[Playlist] 친구 차에서 흘러나오면 물어보게 되는 팝ㅣhey friend! what's this song?,essential;,14,624491,6763,159,184.0,3085,2020-04-16,02:24:51,498000.0
188,2020-06-04T09:56:25Z,[Playlist] Hip하고 Chill한 분위기를 만들어줄 ListㅣHip & Chill,essential;,14,614538,6682,118,140.0,5562,2020-06-04,09:56:25,498000.0
189,2019-12-23T01:43:12Z,[Playlist] 기분좋은 한 주의 시작!ㅣ산뜻하고 리듬감 좋은 트렌디 팝 플레이리스트ㅣBest Popular Songs Of 2019,essential;,67,606614,7474,109,129.0,3785,2019-12-23,01:43:12,498000.0
190,2020-03-12T04:59:42Z,[Playlist] 내적댄스 유발! 흥 넘치는 PlaylistㅣBest Popular Songs Of 2020,essential;,18,603371,4778,75,111.0,5631,2020-03-12,04:59:42,498000.0
191,2020-08-20T06:00:10Z,"[Playlist] 기분전환하고 싶을 때 Pop Pop!ㅣIf you're feeling bored, Pop Pop!",essential;,6,597416,5747,103,137.0,4653,2020-08-20,06:00:10,498000.0
192,2019-12-20T02:50:03Z,[Playlist] 무드 있는 홈파티를 원한다면ㅣ소중한 사람과 보내는 분위기 가득한 연말 플레이리스트ㅣBest Popular Songs Of 2019,essential;,58,582146,9632,107,113.0,3331,2019-12-20,02:50:03,498000.0
193,2020-07-23T01:44:05Z,"[Playlist] UNKNOWN, 나만 알고 싶은 Track vol.5ㅣTrendy songs You've Never Heard",essential;,4,570709,7044,101,181.0,4572,2020-07-23,01:44:05,498000.0
194,2020-11-22T09:30:13Z,[Playlist] 차가워진 밤공기에 어울리는 Deep Groove🌒ㅣDeep & groovy vibes on a cold night🌒,essential;,9,539942,7204,85,124.0,5386,2020-11-22,09:30:13,498000.0
195,2020-06-10T05:22:48Z,[Playlist] 이번 여름은 모두 볼륨 UP! 🧃ㅣ여름 맞이! 트렌디 팝 MixㅣSummer Trendy Pop Mix,essential;,14,531636,6744,99,282.0,5150,2020-06-10,05:22:48,498000.0
196,2019-12-14T00:30:56Z,[Playlist] 뒹굴뒹굴~ 간만에 느끼는 지대루 된 주말!ㅣ여유로운 주말에 즐기는 스윗 팝 플레이리스트ㅣBest Popular Songs Of 2019,essential;,63,523056,5438,91,138.0,4167,2019-12-14,00:30:56,498000.0
197,2020-11-19T05:15:11Z,[Playlist] 따뜻한 크리스마스 냄새가 나죠? ☕🎄 | 분위기 좋은 연말의 재즈 카페 플레이리스트 | Best Christmas Jazz Cafe Music,essential;,13,513456,8779,76,147.0,3660,2020-11-19,05:15:11,498000.0
198,2019-12-04T09:01:28Z,[Playlist] 어디로 튈지 모르는 나의 즐거운 퇴근길!ㅣ인트로부터 두둠칫 드라이브 팝송ㅣBest Popular Songs Of 2019,essential;,46,506848,6194,117,140.0,4031,2019-12-04,09:01:28,498000.0
199,2019-11-26T04:08:17Z,"[Playlist] 약속해요,, 이거 듣고 운전하지말기로.. 분위기에 취하니깐ㅣ그루브한 라운지 스타일 플레이리스트ㅣBest Pop Of 2019",essential;,62,506191,8746,98,189.0,6235,2019-11-26,04:08:17,498000.0
200,2019-12-26T00:57:30Z,"[Playlist] 오후 4시의 한적한 ZARA, H&M ㅣSPA 브랜드 감성의 세련된 일렉팝 플레이리스트 ㅣBest Electro Pop Of 2019",essential;,66,471573,4687,74,93.0,5452,2019-12-26,00:57:30,498000.0
201,2020-01-31T06:21:18Z,[Playlist] 이어폰을 꽂은 채 둠칫 둠칫 ♪ㅣBest Popular Songs Of 2020,essential;,67,465522,5688,81,109.0,2832,2020-01-31,06:21:18,498000.0
202,2019-07-10T01:52:21Z,[Playlist] 설레이는 여름! 상큼하고 감각적인 팝송 모음,essential;,7,455380,3083,63,43.0,5711,2019-07-10,01:52:21,498000.0
203,2020-03-21T05:52:33Z,[Playlist] 구름처럼 폭신한 Sweet MelodyㅣBest Popular Songs Of 2020,essential;,14,447963,5629,69,150.0,4710,2020-03-21,05:52:33,498000.0
204,2019-12-10T01:14:16Z,[Playlist] 꿀꿀한 하루를 꿀렁이는 하루로!ㅣ힙스터들의 느낌있는 그루브 힙합 플레이리스트ㅣBest Hiphop Of 2019,essential;,67,431515,6710,127,170.0,5740,2019-12-10,01:14:16,498000.0
205,2020-05-17T00:00:14Z,[Playlist] 달짝지근 기분 좋아지는 Daily Pop 4ㅣsongs for a sweet and pleasant day,essential;,14,422886,5337,80,176.0,4638,2020-05-17,00:00:14,498000.0
206,2020-07-24T11:00:13Z,[Playlist] 뚝섬유원지역 한강변을 지나며 Chill OutㅣChill out in Han River,essential;,10,414827,5813,81,182.0,4109,2020-07-24,11:00:13,498000.0
207,2020-12-21T09:10:25Z,"[Playlist] 뉴욕의 연말 분위기, 화려한 5번가로 떠나볼까요? 🌟ㅣ빈티지하고 올드한 크리스마스 캐롤 플레이리스트ㅣvintage christmas in nyc 🎄",essential;,17,413793,6148,86,184.0,3783,2020-12-21,09:10:25,498000.0
208,2020-04-17T03:18:34Z,[Playlist] Brand New! 도파민 방출 트렌디 팝ㅣBrand New! Exciting and Trendy Pop,essential;,16,412689,4264,84,101.0,4068,2020-04-17,03:18:34,498000.0
209,2019-12-01T13:36:15Z,"[Playlist] 비가 내린 오늘, 버스 정류장에 앉아 듣는 팝ㅣrainy night at the bus stop",essential;,48,391055,3972,61,104.0,6652,2019-12-01,13:36:15,498000.0
210,2020-07-20T01:00:11Z,"[Playlist] 무기력한 아침, 리듬 타며 여름나기 🌿ㅣHow to Wake Up Without Feeling Sluggish 🌿",essential;,7,387166,5578,94,150.0,2663,2020-07-20,01:00:11,498000.0
211,2019-07-16T07:09:02Z,[Playlist] 무더위야 잘가🌴 싱그럽고 상큼한 여름 팝송 추천!,essential;,6,384436,4391,71,71.0,3679,2019-07-16,07:09:02,498000.0
212,2020-05-29T05:30:39Z,"[Playlist] 적당한 텐션, 기분전환 trendy pop #1ㅣModerate tension, Refreshment trendy pop #1",essential;,14,380474,4177,64,143.0,4672,2020-05-29,05:30:39,498000.0
213,2020-07-15T01:22:42Z,[Playlist] 꿉꿉해진 날씨에 안성맞춤! Summer Pops 🌻ㅣHappy Summer Pops 🌻,essential;,4,373063,3394,54,90.0,4477,2020-07-15,01:22:42,498000.0
214,2020-03-06T01:16:42Z,[Playlist] 감각적 봄맞이! 러블리와 센슈얼 그 사이ㅣBest Popular Songs Of 2020,essential;,12,357291,4431,69,110.0,4444,2020-03-06,01:16:42,498000.0
215,2020-01-08T05:44:00Z,[Playlist] 얼어 죽어도 트로피컬!ㅣ시원하고 상큼한 이냉치냉 플레이리스트ㅣBest Popular Songs Of 2020,essential;,65,355386,5840,69,172.0,2938,2020-01-08,05:44:00,498000.0
216,2020-07-07T07:48:44Z,[Playlist] 반팔 매장에서 들렸으면 하는 BGM #4 💛ㅣ T-shirt Shop Background Music 💛,essential;,14,355360,6091,69,137.0,4418,2020-07-07,07:48:44,498000.0
217,2021-01-27T01:18:50Z,[Playlist] 오늘도 화이팅!ㅣ기분 좋게 시작할 수 있는 Fresh Vibe ☀️ㅣit's gonna be a great day ☀️,essential;,15,348413,3609,62,107.0,4679,2021-01-27,01:18:50,498000.0
218,2020-07-01T04:00:12Z,[Playlist] 여름을 준비하는 자세! 트로피컬 사운드 TOP 100 🏄🏾ㅣReady to Summer! Tropical TOP 100 🏄🏾,essential;,19,346905,4409,80,154.0,18532,2020-07-01,04:00:12,498000.0
219,2020-01-17T07:24:10Z,[Playlist] 끈적이고 싶을 때ㅣ그루브-딥-섹시 플레이리스트ㅣBest Sexy Songs Of 2020,essential;,46,342452,3573,75,122.0,4558,2020-01-17,07:24:10,498000.0
220,2019-07-11T09:22:57Z,[Playlist] 여름비 속 이어폰을 책임질 감성 팝송 모음,essential;,6,341664,3787,41,65.0,6018,2019-07-11,09:22:57,498000.0
221,2020-01-16T04:57:20Z,"[Playlist] 저기봐,, 꽃들이 춤을 춰 🌻ㅣ마음을 가볍게 해줄 산뜻한 그루브 팝ㅣBest Popular Songs Of 2020",essential;,67,332623,4600,57,116.0,3291,2020-01-16,04:57:20,498000.0
222,2020-02-25T03:44:59Z,[Playlist] 상큼 발랄한 레몬 같은 팝!ㅣBest Popular Songs Of 2020,essential;,23,330647,3448,80,117.0,2753,2020-02-25,03:44:59,498000.0
223,2020-08-14T00:14:05Z,[Playlist] 여름날 기분 전환이 필요할 때 이런 음악 vol. 3ㅣSummer refresh vol. 3,essential;,4,328553,3631,74,111.0,4599,2020-08-14,00:14:05,498000.0
224,2020-12-12T03:45:09Z,"[Playlist] 벽난로 앞에서, 크리스마스 로파이 무드 🦌ㅣChristmas Lofi/Jazzhop/Chillhop",essential;,18,317980,4820,58,141.0,6066,2020-12-12,03:45:09,498000.0
225,2020-12-09T11:00:11Z,[Playlist] 가볍게 캔맥 하나 따고 싶은 밤 🍺ㅣCatch a Vibe! 술이 달게 느껴지는 BGMㅣCan you get me a beer please?,essential;,18,314131,2937,53,89.0,6000,2020-12-09,11:00:11,498000.0
226,2020-04-09T07:02:47Z,[Playlist] 가볍게! 자극적이지 않은 달짝지근 데일리 팝!ㅣBest Popular Songs Of 2020,essential;,14,313152,3216,64,97.0,4212,2020-04-09,07:02:47,498000.0
227,2020-03-02T04:28:30Z,[Playlist] 애플스토어에 흐르는 쿨 바이브!ㅣBest Popular Songs Of 2020,essential;,14,312687,4673,54,153.0,4681,2020-03-02,04:28:30,498000.0
228,2020-10-04T11:47:12Z,[Playlist] 선선한 가을에 듣기좋은 감성팝 리스트ㅣSentimental autumn pop,essential;,9,309541,3948,75,131.0,4326,2020-10-04,11:47:12,498000.0
229,2021-03-02T04:11:01Z,[Playlist] 좋은 하루! 달짝지근 기분 좋아지는 Daily Pop 8ㅣsongs to make you feel happy 🌼,essential;,16,303821,4261,42,116.0,4575,2021-03-02,04:11:01,498000.0
230,2020-12-26T07:40:30Z,[Playlist] 밖에 못 나가면 집에서 혼자 놀면 돼ㅣ연말 텐션 끌어올릴 기분전환 POP ⚡ㅣ2020 best have fun alone at home playlist ⚡,essential;,17,300595,3167,61,101.0,6136,2020-12-26,07:40:30,498000.0
231,2019-12-17T01:03:36Z,[Playlist] 겨울비가 유독 사랑스런 오늘ㅣ겨울밤 분위기의 팝 플레이리스트ㅣBest Popular Songs Of 2019,essential;,56,296418,5932,59,149.0,4284,2019-12-17,01:03:36,498000.0
232,2020-10-23T05:15:10Z,"[Playlist] 시원한 공기, 후드집업과 이어폰만 있으면 돼🎧ㅣAll you need is a hoodie zip-up and earphones🎧",essential;,10,291713,3658,54,142.0,2996,2020-10-23,05:15:10,498000.0
233,2019-12-19T02:08:40Z,"[Playlist] 수영 못하면 돌아가주시죠,, 듣는 순간 빠져들테니깐!ㅣ스타일리쉬한 느낌의 매력만점 일렉팝 ㅣBest Electro Pop Of 2019",essential;,67,289026,2824,45,135.0,5808,2019-12-19,02:08:40,498000.0
234,2020-05-15T06:41:18Z,[Playlist] 옥상이 피크닉 장소가 되는 산뜻 playlistㅣrooftop picnic vibe,essential;,14,280815,4093,71,89.0,2920,2020-05-15,06:41:18,498000.0
235,2021-01-10T03:43:53Z,[Playlist] 들어봤어? 요즘 북미에서 뜨는 팝! ✨ㅣ유튜브 트렌딩 Top15 : 2021년 1월 ✨ㅣYouTube Trending Top 15 : January 2021,essential;,13,280656,3491,65,121.0,2829,2021-01-10,03:43:53,498000.0
236,2021-02-04T06:44:27Z,[Playlist] 안녕? 우리 친구할래?ㅣ풋풋한 하이틴 영화 브금 같은 생기발랄 POP 🍊ㅣfeel like i'm in a teen movie!,essential;,19,276020,3316,48,95.0,3763,2021-02-04,06:44:27,498000.0
237,2020-01-10T00:34:04Z,[Playlist] 고당고당고당♬ㅣ가볍게 듣기좋은 트렌디 팝ㅣBest Popular Songs Of 2020,essential;,67,270443,2668,53,148.0,5119,2020-01-10,00:34:04,498000.0
238,2020-11-30T03:15:21Z,"[Playlist] 푸근한 크리스마스 가족영화 한 편 본 것만 같은 느낌 🎁⛪ㅣ색다른 감동, 크리스마스 클래식 스페셜ㅣBest Classical Christmas Music 🎄",essential;,14,268348,5404,34,232.0,7375,2020-11-30,03:15:21,498000.0
239,2020-05-18T06:30:39Z,[Playlist] 공허한 밤을 채우는 세련된 팝송 🌑ㅣan empty night 🌑,essential;,14,258544,3583,49,120.0,3924,2020-05-18,06:30:39,498000.0
240,2021-01-18T15:10:49Z,[Playlist] 고생했어요 오늘도ㅣ이불 속에서 듣는 나른한 SLOW POP 3ㅣhave a wonderful dream tonight 🌙,essential;,20,258187,3037,35,131.0,5546,2021-01-18,15:10:49,498000.0
241,2020-01-13T07:03:02Z,[Playlist] FLEX하고픈 이 기분!ㅣ리듬타기 좋은 시원시원한 그루브 팝ㅣBest Popular Songs Of 2020,essential;,64,257459,2809,46,80.0,3041,2020-01-13,07:03:02,498000.0
242,2020-03-08T02:17:51Z,"[Playlist] 포근한 봄맞이, 달콤한 프렌치 팝ㅣBest Popular Songs Of 2020",essential;,16,257106,6581,39,152.0,4332,2020-03-08,02:17:51,498000.0
243,2019-12-12T00:50:31Z,[Playlist] 갓 내린 커피를 닮은 따스한 음악 한 잔ㅣ추위를 녹여주는 따뜻한 카페 플레이리스트ㅣBest Popular Songs Of 2019,essential;,51,256448,3151,47,89.0,4050,2019-12-12,00:50:31,498000.0
244,2019-10-24T05:32:43Z,[Playlist] 미국 틴에이저 감성의 신나는 팝송 모음ㅣ트렌디하고 신나는 팝송 모음ㅣBest Popular Songs Of 2019,essential;,53,254916,2444,46,53.0,5708,2019-10-24,05:32:43,498000.0
245,2020-09-11T07:30:12Z,[Playlist] 마음이 보들보들해지는 센치 그루브팝ㅣSoft-hearted sentimental groove Pop,essential;,6,253376,3414,60,100.0,3448,2020-09-11,07:30:12,498000.0
246,2020-04-23T13:27:31Z,[Playlist] 석양의 나른함과 감성 닮은 Vintage MoodㅣLanguid Vintage Mood,essential;,15,252434,3218,52,117.0,4956,2020-04-23,13:27:31,498000.0
247,2021-02-14T07:31:04Z,[Playlist] 어쩌다 노을이 좋은 날ㅣ블루투스 스피커로 가볍게 듣기 좋은 POP 3ㅣsomewhere beyond the sunset🧡,essential;,13,250434,2833,45,126.0,5593,2021-02-14,07:31:04,498000.0
248,2020-12-18T11:15:12Z,[Playlist] 벨벳처럼 부드럽고 로맨틱하게ㅣ분위기 가득한 겨울밤을 위한 플레이리스트 🍷ㅣromantic mood in winter night 🍷,essential;,11,240271,3303,32,96.0,5517,2020-12-18,11:15:12,498000.0
249,2020-04-20T01:26:16Z,[Playlist] 봄에 마시는 낮술은 이런 느낌 일거야ㅣDaytime Drinking in Spring,essential;,14,240244,4132,43,125.0,3921,2020-04-20,01:26:16,498000.0
250,2020-05-20T02:35:38Z,[Playlist] 옷장 정리 싹 하면서 듣는 상쾌한 보사노바 🍐ㅣRefreshing bossa nova,essential;,14,234065,4043,39,131.0,5122,2020-05-20,02:35:38,498000.0
251,2020-09-18T07:00:11Z,"[Playlist] 울적한 하루, 산뜻한 팝송으로 시작해요ㅣThis Playlist gonna make you feel better",essential;,7,232344,2476,58,103.0,3064,2020-09-18,07:00:11,498000.0
252,2020-10-10T06:30:12Z,[Playlist] 집콕러들 위한 편안한 주말의 Vibe ㅣ A Comfortable Weekend’s Vibe,essential;,6,231264,3060,25,77.0,4467,2020-10-10,06:30:12,498000.0
253,2020-10-30T08:00:11Z,"[Playlist] 🍂 선선한 가을, 카페 테라스에서 듣는 재즈 l Jazz Songs On The Terrace",essential;,12,229596,2917,36,83.0,3770,2020-10-30,08:00:11,498000.0
254,2019-10-31T06:52:28Z,[Playlist] 카페에 틀어놓기 좋은 따스한 코코아 Lo-Fi Jazzhopㅣ따스하고 트렌디한 로파이 재즈합ㅣBest LoFi Jazzhop Of 2019,essential;,42,229538,4133,37,63.0,2651,2019-10-31,06:52:28,498000.0
255,2020-09-28T07:00:12Z,"[Playlist] 보랏빛 하늘 아래서, Sunset Drive Vol 2ㅣPurple Sky, Sunset Drive Vol 2",essential;,8,227573,2812,38,94.0,4624,2020-09-28,07:00:12,498000.0
256,2020-04-22T01:52:58Z,[Playlist] 아침을 깨우는 산뜻한 봄날의 Lo-FiㅣLo-Fi on a fresh spring day,essential;,15,225516,4474,45,125.0,2554,2020-04-22,01:52:58,498000.0
257,2020-11-10T13:00:23Z,[Playlist] 감성이 터지는 trendy 외국힙합 l Emotional & Trending Hip Hop Songs,essential;,10,220449,3286,69,153.0,4073,2020-11-10,13:00:23,498000.0
258,2020-05-04T01:45:47Z,"[Playlist] 힙한 하루를 위한, 상쾌하고 트렌디한 팝!ㅣFresh & Trendy pop for a nice day!",essential;,15,219052,1758,36,69.0,3761,2020-05-04,01:45:47,498000.0
259,2020-05-06T04:20:51Z,[Playlist] 귀에 팍팍 꽂히는 리듬이 땡길 때!ㅣWhen you're craving the rhythm that sticks right into your ears!,essential;,15,215421,2574,58,83.0,2763,2020-05-06,04:20:51,498000.0
