,video_id,publish_time,title,channel_Id,channel_title,tags,views_count,likes_count,dislikes_count,favorites_count,comments_count,duration
178,Z1tAwwrhLAA,2019-11-21T04:51:40Z,[Playlist] 고개가 까딱~ 까딱~ 나도 모르게 건방져지는 신나는 팝송ㅣ기분이 좋아지는 경쾌한 플레이리스트ㅣBest Pop Of 2019,UCSGC87iX0QhnIfUOI_B_Rdg,essential;,"['음악', '플레이리스트', 'playlist', '팝송', '신나는', '트렌디', '팝', 'pop', '출근', '등교', '리드미컬한', '드라이브 팝', '드라이브할때 듣기좋은 노래', '기분전환', '기분좋은 노래', '신나는 노래', '신나는 팝송', '팝송 추천', '노래 추천', '외국음악', '외국노래', '외국 음악 추천', '외국 노래 추천', '에센셜', 'essential;', 'essential', '떼껄룩', '감각적인 팝송', '듣기좋은 팝송', '좋은 팝송', '사운드 클라우드', '싸클', '사클', 'soundcloud', '사운드 클라우드 팝송']",840834,10603,174,0,190.0,PT52M1S
179,arQ13uAvnrM,2020-02-26T04:42:09Z,[Playlist] 도입부에서 게임 오바.. 비트감있는 그루브 팝! ㅣBest Popular Songs Of 2020,UCSGC87iX0QhnIfUOI_B_Rdg,essential;,"['해외', '팝송', '해외 팝', 'pop song', 'cafe', '기분 좋아지는 팝송', '데일리 팝', 'Daily Pop', '세렌디피티', '벅스', 'Bugs', 'Bugs Music PD', '벅스 뮤직PD', '그루브한', '리드미컬한']",836187,10523,131,0,160.0,PT1H16M51S
180,TNkM5_nf01U,2021-01-02T04:36:21Z,"[Playlist] 주말 오후, 광합성하기 좋은 온실 카페에서 🌿ㅣ따뜻했던 무수한 날들에 대한 단상ㅣafternoon chilling tape 📼",UCSGC87iX0QhnIfUOI_B_Rdg,essential;,"['에센셜', 'essential', '팝송', '오후', '카페', '겨울', '포근한', '음악', '플레이리스트', '주말', '여유로운', '커피']",794715,8610,130,0,188.0,PT1H30M32S
181,jwPH69NoBP8,2019-07-18T07:42:25Z,[Playlist] 영혼까지 신나! 청량터지는 트로피컬 EDM 플레이리스트 🏝️,UCSGC87iX0QhnIfUOI_B_Rdg,essential;,"['음악', '플레이리스트', '트로피컬 하우스', '팝송', '여름', '여름 팝송', '시원한', '청량한', '기분전환', '드라이브송', '드라이브']",790955,10569,158,0,229.0,PT1H1M19S
182,OEZc_c7A7Ko,2020-05-13T02:37:34Z,"[Playlist] 아, 이 노래들은 진짜 알려주기 아까운데ㅣOh, I really don't want to tell you these songs",UCSGC87iX0QhnIfUOI_B_Rdg,essential;,"['playlist', '플레이리스트', '팝송', '노래', '음악', '노래 추천', '음악 추천', '팝송 추천', '에센셜', 'essential', 'essential;', '좋은 노래', '좋은 노래 추천', '애센셜']",753971,12357,174,0,280.0,PT49M30S
183,8PSYVi7Djr0,2019-12-30T02:21:10Z,[Playlist] 혼자 보내는 조용한 연말ㅣ분위기에 취하는 chill & groovy 플레이리스트ㅣBest Popular Songs Of 2019,UCSGC87iX0QhnIfUOI_B_Rdg,essential;,"['음악', '플레이리스트', 'playlist', '팝송', '팝', 'pop', '가을', '가을 노래', '가을 팝송', '밤', '새벽', '센치한', '센치한 노래', '밤에 듣기 좋은 노래', '밤에 듣기 좋은 팝송', '감성적인', '인디팝', '해외 인디', '팝송 추천', '사운드 클라우드', '카페', '카페 음악', '가을에 듣기 좋은 팝송', '싸클', '사클', '겨울', '겨울비', '겨울비 노래', '비오는날 듣기 좋은 노래', '비 오는 날 노래', '우울한 노래', '비올때듣기좋은 노래', '비올때듣기좋은팝송', '비팝송', 'rain', 'rain pop song', '멜랑꼴리', '멜랑콜리', '멜랑콜리한 감성', '감성 팝', '감성 팝송', '감성적인 팝송', '감성적인 노래', '카페음악', '카페뮤직', '카페 팝송', '카페에서 듣기 좋은', 'cafe music', 'cafe pop', '겨울 팝송', '겨울 노래', '분위기 좋은 음악', '분위기 좋은 노래', '완전 좋은 팝송', '카페에서 듣기 좋은 노래', '카페 팝', '연말']",676626,10968,109,0,201.0,PT1H38M22S
184,gkIxUlJ8bvs,2020-02-23T03:19:07Z,"[Playlist] 겨울과 봄 사이, 가볍게 듣기 좋은 달달포근 팝!ㅣBest Popular Songs Of 2020",UCSGC87iX0QhnIfUOI_B_Rdg,essential;,"['해외', '팝송', '해외 팝', 'pop song', 'cafe', '포근한 노래', '포근한 팝송', '기분 좋아지는 팝송', '달콤한 노래', '달콤한 팝송', 'Daily Pop', '세렌디피티', '벅스', 'Bugs', 'Bugs Music PD', '벅스 뮤직PD', '데일리팝', '봄', '봄음악', '봄 팝송', '겨울', '겨울 음악', '겨울 팝송', '달달한 팝', '기분 좋은 노래', '기분 좋은 팝송']",665707,7977,125,0,136.0,PT1H10M9S
185,XaaZjDFEtKw,2019-12-13T02:16:01Z,[Playlist] 나의 작고 소중한 크리스마스🎄ㅣ포근한 카페에 흐르는 잔잔한 캐롤 플레이리스트ㅣBest Holiday Songs Of 2019,UCSGC87iX0QhnIfUOI_B_Rdg,essential;,"['음악', '플레이리스트', 'playlist', '팝송', '팝', 'pop', '가을', '가을 노래', '가을 팝송', '밤', '새벽', '센치한', '센치한 노래', '밤에 듣기 좋은 노래', '밤에 듣기 좋은 팝송', '감성적인', '인디팝', '해외 인디', '팝송 추천', '사운드 클라우드', '카페', '카페 음악', '가을 카페', '가을에 듣기 좋은 노래', '가을에 듣기 좋은 팝송', '싸클', '사클', '겨울', '겨울비', '비 오는 날 노래', '우울한 노래', '비올때듣기좋은팝송', '비팝송', 'rain', 'rain pop song', '멜랑꼴리', '멜랑콜리', '멜랑콜리한 감성', '감성 팝', '감성 팝송', '감성적인 팝송', '감성적인 노래', '카페음악', '카페뮤직', '카페 팝송', '카페에서 듣기 좋은', 'cafe music', 'cafe pop', '크리스마스', '크리스마스 팝송', '크리스마스 노래', '캐롤', '캐롤 노래', '캐롤 팝송', 'christmas', 'christmas pop', 'holiday pop', 'holiday songs', 'carol']",660106,11656,122,0,200.0,PT1H5M58S
186,nAe8fEq7PiY,2019-11-30T04:18:09Z,[Playlist] 기분이 좋아지는 차분하고 상큼한 레모네이드 팝송ㅣ경쾌한 기분전환 플레이리스트ㅣBest Popular Songs Of 2019,UCSGC87iX0QhnIfUOI_B_Rdg,essential;,"['음악', '플레이리스트', 'playlist', '팝송', '팝', 'pop', '신나는', '경쾌한', '감각적인', '팝송 추천', '사운드 클라우드', '미국 감성', '미국', '십대 감성', '틴에이저', '싸클', '사클', '가을에 듣기 좋은 노래', '10대', '짱좋은노래', '짱신나는팝', '카페', '편집샵', '편집샵 음악', '상쾌한', '아침', '아침에 듣기 좋은 팝송', '신나는 팝송', '인기 팝송', '기분 좋은 팝송', '좋은 노래', '좋은 팝송', '기분 좋은 노래', '2019', '2019 Best Popular song', '2019 Best popular Songs Of 2019', '외국 노래', '아침에 듣기 좋은 노래', '아침 팝송', '아침 팝', '모닝 팝', '운동 노래', '운동 팝송', '운동 팝', '운동할 때 듣기 좋은 노래', '운동 할 때 듣기 좋은 팝송', '운동', '헬스', '조깅', '런닝', '런닝할 때 듣기 좋은 노래', '런닝 할 때 듣기 좋은 팝송', '나이키', '나이키 팝송', '드라이브', '드라이브 팝송', '기분 좋아지는 팝송', '짱 신나는 팝송', '청량한 팝송', '청량한 노래']",635128,5791,124,0,191.0,PT1H22M12S
187,-31WdmGQzew,2020-04-16T02:24:51Z,[Playlist] 친구 차에서 흘러나오면 물어보게 되는 팝ㅣhey friend! what's this song?,UCSGC87iX0QhnIfUOI_B_Rdg,essential;,"['playlist', '플레이리스트', '봄 노래', '팝송', '노래', '음악', '노래 추천', '음악 추천', '팝송 추천', '에센셜', 'essential', 'essential;', '좋은 노래', '좋은 노래 추천']",624491,6763,159,0,184.0,PT51M25S
188,oDisFKQ27yI,2020-06-04T09:56:25Z,[Playlist] Hip하고 Chill한 분위기를 만들어줄 ListㅣHip & Chill,UCSGC87iX0QhnIfUOI_B_Rdg,essential;,"['playlist', '플레이리스트', '팝송', '노래', '음악', '노래 추천', '음악 추천', '팝송 추천', '에센셜', 'essential', 'essential;', '좋은 노래', '좋은 노래 추천', '애센셜']",614538,6682,118,0,140.0,PT1H32M42S
189,FnMW3SMdX_Y,2019-12-23T01:43:12Z,[Playlist] 기분좋은 한 주의 시작!ㅣ산뜻하고 리듬감 좋은 트렌디 팝 플레이리스트ㅣBest Popular Songs Of 2019,UCSGC87iX0QhnIfUOI_B_Rdg,essential;,"['음악', '플레이리스트', 'playlist', '팝송', '팝', 'pop', '출근', '등교', '출근길', '월요병', '출근송', '신나는', '경쾌한', '기분좋은', '감각적인', '팝송 추천', '미국 감성', '미국', '십대 감성', '틴에이저', '싸클', '사클', '가을에 듣기 좋은 노래', '신나는 노래', '기분 좋은', '기분 좋은 노래', '짱좋은 노래', '짱신나는 팝', '카페', '카페 음악', '편집샵', '편집샵 음악', '상쾌한', '아침', '아침에 듣기 좋은 노래', '아침 팝송', '모닝 팝송', '굿모닝팝스', '신나는 팝송', '인기 팝송', '기분 좋은 팝송', '좋은 노래', '좋은 팝송', '2019', '외국 노래', '외국 음악', '느낌있는', '기분좋은 노래', '달콤한 노래', '달콤한 팝송', 'sweet', 'sweet pop', 'sweet popsong', 'drive', 'drive pop', 'drive popsong', '드라이브', '드라이브 팝송', '드라이브 팝', '주말에 듣기 좋은 노래', '주말에 듣기 좋은 팝', '주말 팝', '뒹굴뒹굴', '모닝', '상큼한 팝송', '상큼한 노래', '상큼발랄']",606614,7474,109,0,129.0,PT1H3M5S
190,kQrj6vJ6_3Y,2020-03-12T04:59:42Z,[Playlist] 내적댄스 유발! 흥 넘치는 PlaylistㅣBest Popular Songs Of 2020,UCSGC87iX0QhnIfUOI_B_Rdg,essential;,"['essential;', 'essential', '에센셜', '팝송', '외국 노래', '노래 추천', '플레이리스트', 'playlist', '신나는 노래', '신나는 팝송', '음악 추천', '팝송 추천', '파티음악', '파티', '홈파티', 'party', '트렌디한 노래', '댄스']",603371,4778,75,0,111.0,PT1H33M51S
191,83j3iuGT7Zk,2020-08-20T06:00:10Z,"[Playlist] 기분전환하고 싶을 때 Pop Pop!ㅣIf you're feeling bored, Pop Pop!",UCSGC87iX0QhnIfUOI_B_Rdg,essential;,"['essential', '에센셜', 'pop pop', '팝팝', '여름', '우민혜']",597416,5747,103,0,137.0,PT1H17M33S
