,video_id,publish_time,title,channel_Id,channel_title,tags,views_count,likes_count,dislikes_count,favorites_count,comments_count,duration
496,EB2z2WQ5hDE,2020-11-26T14:24:12Z,Best of Nujabes 1 Hour | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Nujabes', 'Feather', 'aruarian dance', 'nujabes mix', 'nujabes playlist', 'nujabes samurai', 'samurai mix', 'samurai music', '1 hour mix', '2 hour mix', 'Jazz', 'Jazzhop', 'Chillhop', 'jazz hop café', 'ambition', 'feardog', 'dreamy mix', 'fantastic music', 'chillout mix', 'chill beats', 'study beats', 'lofi', 'lofi hip hop', 'lofi mix', 'lofi hip hop mix', 'lofi jazz', 'rest in beats', 'Modal', 'Soul', 'Beat', '1 Hour']",470,16,0,0,0.0,PT1H12M48S
497,CddJIRQ7Ft0,2020-12-14T08:25:35Z,Tash Sultana 1 Hour (Live Bedroom Recording) | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Tash Sultana', 'Live Bedroom Recording', 'Jungle', 'Notion', 'More Than I Should', 'Higher', 'Harvest Love', 'Synergy', 'Big Smoke', 'Mystik', 'Musk', 'Gemini', 'Chill Mix', 'Chill Music', 'Chill 1 hour', 'Guitar', 'Looping', 'Weed Songs', 'Weed playlist', 'Chillout', 'Posey', 'Fkj', 'Australian Music', 'triple j', 'Melbourne', 'Busker', 'Live Music Looping', 'Tash', 'Sultana', 'Josh Cashman']",460,11,0,0,0.0,PT59M24S
498,lDms_xvKq3A,2021-02-02T11:53:49Z,Best of Billie Eilish Live Acoustic | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Billie Eilish', 'Live Acoustic', 'Chillout', 'Beautiful Voice', 'Chill music', 'Lofi', 'Japan', 'USA', 'Idontwannabeyouanymore', 'When the Party’s Over', 'Billie Eilish and Khalid', 'Feat Khalid', 'Lovely', 'Watch', 'COLORS', 'Colorshow', 'Ocean Eyes', 'everything i wanted', 'My future', 'NathanRhythm', 'Bad guy', 'Bellyache', 'Copycat', 'InterscopeRecords', 'All the Good Girls Go to Hell', 'TheHowardSternShow', '13 reasons why', 'When We All Fall Asleep', 'Where Do We Go?', 'Live at Third Man Records', ""Don't Smile at Me"", 'Up Next Session']",328,10,0,0,0.0,PT36M10S
499,CRAwYjQE5t8,2021-02-26T14:33:06Z,Best of alt-J Live Acoustic | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Alt-J', 'Live acoustic', 'Chill', 'Chillout', 'Guitar', 'Live session', 'Live concert', 'Npr Music', 'Vevo', 'Escape', 'Taro', 'In Cold Blood', 'Warm Foothills', '3WW', 'Tessellate', 'Something Good', 'Matilda', 'Deadcrush', 'Breezeblocks', 'Triplej', 'An Awesome Wave', 'This Is All Yours', 'Relaxer', 'Live at Red Rocks']",242,10,0,0,1.0,PT31M
500,h1_pAkbpaCY,2020-12-19T17:51:58Z,Elijah Nang – Gajin 1 Hour | Chill Mix (Full Album),UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['elijah nang', 'travel', 'Gaijin', 'Chillout', 'Storytelling', 'Asianhiphop', 'Lofi', 'Ambient', 'ambi.lofi', 'Nujabes', 'Hiphop', 'Soundtrack', 'Oriental', 'oriental soul', 'samurai', 'gintama', 'samurai champloo', 'Japan', 'Hong kong', 'China', 'South Korea', 'Thailand', 'Jazz', 'full abum', 'USA', 'Canada', 'France', 'Peaceful', 'relaxing music', 'mountains', 'insturuments', 'chil-out', 'chill hop', 'electronic', 'jazz-hop', 'visual', 'soundscape', 'Tokyo', 'London', 'chilled cow', 'blossom music', 'Asian']",217,7,0,0,0.0,PT1H4M19S
501,NKB9qXlyyCo,2021-02-12T09:50:43Z,Best of Lianne La Havas Live Acoustic | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Lianne La Havas', 'Live acoustic', 'Best music', 'Chill', 'Chillout', 'Mix', 'Guitar', 'Beautiful Voice', 'Usa', 'Is Your Love Big Enough?', 'Blood', 'Blood Solo', 'Live in L.A', 'Lost & Found', 'Unstoppable', 'NPRMusic', 'Forget', ""What You Don't Do"", 'Ex-Factor', 'I say a little prayer', 'Aretha Franklin cover', 'Lauryn Hill cover', 'BBCRadio', 'Bittersweet', 'COLORS', 'Tease Me', 'AustinCasey', 'Wonderful', 'No Room For Doubt', 'Green and Gold', 'TheCurrent']",180,13,0,0,0.0,PT37M26S
502,2yZVDcxhtJM,2021-02-17T10:05:11Z,Best of Xavier Rudd Live Acoustic | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Xavier Rudd', 'Xavier Rudd Vevo', 'Live acoustic', 'Escape', 'Beautiful music', 'Beautiful voice', 'USA', 'Australia', 'Sydney', 'Montreal', 'Chill', 'Chillout', 'Travel in music', 'Spirit Bird', 'Follow The Sun', 'Walk Away', 'RadioVeronica', 'Land Rights', 'JamInTheVan', 'Storm Boy', 'GondolaSessions', 'Nanna', 'My Own Eyes', 'TheMusicComAu', ""When I'm Gone"", 'Energy Song', 'ABCArts', 'Soften The Blow', 'KINK.FM', 'Gather the Hands', 'To Let', 'Solace', 'Universal Music Australia', 'Food in the Belly', 'White Moth', 'Dark Shades of Blue', 'Koonyum Sun']",178,4,0,0,0.0,PT54M44S
503,fxe9Gr17mq8,2021-01-30T14:12:12Z,Best of Kaleo Live Acoustic | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Kaleo', 'Live Acoustic', 'Live Session', 'Live Concert', 'Beautiful Voice', 'Chillout', 'Chill music', 'Lofi', 'Emotional song', 'Save Yourself', 'Kaleo Vevo', ""I Can't Go on Without You"", 'All The Pretty Girls', 'Way Down We Go', 'TheCurrent', 'Automobile', 'KEXP', 'Broken Bones']",170,6,0,0,0.0,PT24M33S
504,Lzicj4GVQ5k,2021-02-05T17:57:05Z,Best of Daughter Live Acoustic | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Daughter', 'Live acoustic', 'Chill', 'Chillout', 'Escape', 'Guitar', 'Live session', 'Live concert', 'Youth NPRMusic', 'Tomorrow', 'Landfill', 'Numbers', 'KEXP', 'Winter', 'Smother', 'Still', 'Candles', 'Human', 'In The Shallows', 'If You Leave', 'Not to Disappear', 'Music from Before the Storm', 'EP', 'Demos', 'His Young Heart', 'The Wild Youth', 'Life is Strange', 'Australia', 'Usa', 'Canada', 'France', 'London', 'Italien', 'Full album']",154,12,0,0,0.0,PT41M39S
505,-iiD0_dU7Dg,2021-01-27T16:21:55Z,Best of Black Pumas Live Acoustic | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['BlackPumas', 'Live Acoustic', 'Live Session', 'Live Concert', 'Chillout', 'Chill Mix', 'Chill music', 'Guitar', 'Guitar Acoustic', 'Best Voice', 'Beautiful Voice', 'BlackPumasVEVO', 'Colorshow', 'Oct 33', 'Fire', 'Eleanor Rigby', 'Dirty Dirty', 'Black Moon Rising', 'I’m Ready', 'Confines']",139,9,0,0,0.0,PT39M59S
506,jiS7ykmL6ec,2021-01-10T15:37:42Z,Best of Mura Masa Live Acoustic & Concert | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Mura Masa', 'Live Session', 'Live acoustic', 'Live concert', 'Electro chill', 'Beautiful Voice', 'Chill mix', 'Chillout music', 'What If I Go', 'Firefly', '1Night', 'feat Charli XCX', 'Complicated', 'feat NAO', 'Lean On', 'Major Lazer cover', 'What If I Go?', 'MuraMasaVEVO', 'Lovesick F***', 'feat. Bonzai', 'BBC', 'Love For That', 'Thinkin Bout You', 'Frank Ocean', 'Controlla', 'Drake cover', 'BBCRadio', 'VEVO', 'Mura masa Vevo', 'Asap Rocky']",135,3,0,0,0.0,PT33M54S
507,F1uR07qj124,2020-11-19T12:04:36Z,Best of Music Acoustic and Live Session | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Best Acoustic', 'popular songs', 'chill out', 'acoustic songs', 'music', 'Mix Chill', 'James Vincent McMorrow', 'Live Session', 'Cavalier', 'This Old Dark Machine', ""Ben l'Oncle Soul"", ""I've got you under my skin"", 'Xavier Rudd', 'Spirit Bird', 'Edward Sharpe', 'Home', 'Leon Bridges', 'River', 'Rudimental', 'Will Heard', 'Anne-Marie', 'Rumour', 'Lay It All On Me', 'I Will For Love']",130,7,0,0,0.0,PT45M38S
508,AyqSZJyAQLw,2021-01-15T15:07:24Z,Best of Alicia Keys Live Acoustic & Concert | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Alicia Keys', 'Tribute of Alicia Keys', 'Best Alicia Keys', 'Live Acoustic', 'Live session', 'Live concert', 'Fallin', ""If I Ain't Got You"", 'No One', 'Girl On Fire', ""You Don't Know My Name"", 'Jay Z', 'Empire State of Mind', 'SiR', 'Three Hour Drive', 'show me love', 'Hallelujah', 'Underdog', 'Try Sleeping with a Broken Heart', 'Stevie Wonder', 'Someone You Loved', 'NPR Music', 'Colors Show', 'Bet Award', 'Apple Show', 'USA', 'Canada']",127,3,1,0,1.0,PT49M2S
509,-4VtcYzu6QQ,2020-12-17T19:29:12Z,Ehrling Electro Sax 1 Hour n°1| Deep House Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Ehrling', 'Nu Lounge Bar Music Compilation', 'Mix Sax Ehrling', 'Lounge Music', 'Chillout Music', 'Future Chill Music', 'Tropical Chill Music', 'Tropical House Music', 'Deep Tropical Music', 'Melodic House Music', 'Sax House Music', 'Ambient Music', 'Relaxing Music', 'Easy Listening Music', 'Cafe Background Music', 'Restaurant Background Music', 'Lounge Background Music', 'Music for Work', 'SAX House Lounge Bar Music 2020', 'Music for Studying', 'cafe del mar', 'ehrling 1 hour', 'deep house mix', 'EDM', 'sax mix']",125,7,0,0,0.0,PT1H40S
510,zGq9ubnoG2A,2021-01-22T16:19:44Z,Best of Jessie Reyez Live Acoustic | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Jessie Reyez', 'Live Acoustic', 'Live Session', 'Chillout music', 'Chill live music', 'Concert live', 'Beautiful Voice', 'Beautiful Music', 'Chill Mix', 'Hip Hop Acoustic', 'JessieReyezVEVO', 'Figures', 'Coffin', 'Love In The Dark', 'Worth Saving', 'Do You Love Her', 'Intruders', 'Apple Juice', 'Crazy', 'Far Away', 'Body Count', 'USA', 'Canada']",123,6,0,0,0.0,PT28M20S
511,cwSQxPI1k54,2021-01-24T11:09:46Z,Best of James Vincent McMorrow Live Acoustic | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['James Vincent McMorrow', 'James Vincent McMorrowVevo', 'Live Acoustic', 'Live Session', 'Live concert', 'Beautiful Voice', 'Chill Mix', 'Chillout music', 'Chill music', 'Acoustic', 'Acoustic music', 'Cavalier', 'Glacier', 'Red Dust', 'Lost Angles', 'This Old Dark Machine', 'NPRMusic', 'Sparrow And The Wolf', 'Follow You Down To The Red Oak Tree', 'Wicked Game', 'Get Low', 'TheCurrent']",104,7,0,0,0.0,PT34M23S
512,uRoIt_mWoKs,2020-12-26T09:39:42Z,Best of Matisyahu - Spinner Live Acoustic | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Matisyahu', 'Live Session', 'Acoustic', 'Beatbox', 'Summer Vibes', 'Live Acoustic', 'Spinner', 'Spinner live', 'Matisyahu The Best of', 'Matisyahu best of', 'Matisyahu Reggae', 'Matisyahu Reggae Songs', 'Matisyahu Songs', 'Matisyahu 2019', 'Matisyahu songs', 'Matisyahu hits', 'one day', 'Sunshine', 'I Will Be Light', 'Thunder', 'Jerusalem', 'Temple', 'Darkness Into Light', 'Silence', 'Matisyahu Greatest Hits Full Album', 'Best of Matisyahu', 'Matisyahu Best Songs', 'Matisyahu Playlist', 'Chill music', 'Chillout', 'Guitared']",103,3,0,0,0.0,PT41M16S
513,bgiHai8qJfk,2021-02-03T16:35:14Z,Shiloh Dynasty Full Lyric Song  ( Instagram/Vine/Twitter),UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Shiloh Dynasty', 'Lofi music', 'Chillout', 'Full songs', 'Beautiful', 'Usa', 'Is It Too Much To Ask For', 'Imagine', 'would that make you love me', 'Влюбился', 'The Adresov', 'How Did You', 'I Tried To Be', 'Everybody Dies In Their Nightmares', 'XXXTENTACION', 'Sex', ""I'll Always Be Waiting For You"", 'So Long', 'Scooter McKenzie', 'Losing Interest', 'I Know You So Well', ""I'll Keep You Safe"", 'Ozo Beats', 'No Words to Say', 'zums & Ciara Nicole Simms', 'Heavy Heart']",101,7,0,0,0.0,PT10M9S
514,3JXMRrIKO-c,2021-01-02T18:33:38Z,In Love With A Ghost| Lofi Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Music', 'Electronic', 'Piano', 'Bass', 'Anime', 'Art', 'Aesthetic', 'full album', 'in love with a ghost', 'ilwag', 'healing', 'azerty', 'qwerty', 'nemu', 'ep', 'flowers feat. Nori', 'we were friends', ""it's valentine's day"", ""i'm having a chill dinner with my cats and my ukulele"", 'the land of the giant flying beast', 'can i be your internet crush', '2020', '2019', '2018', 'lo-fi', 'mix', 'chill', 'chillout', 'lofi electronic', 'FKJ', 'Nujabes']",95,6,0,0,1.0,PT45M4S
515,HxmUxFV80A8,2021-02-13T09:34:26Z,Best of P!nk Live Acoustic | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['P!nk', 'P!nkVevo', 'Pink', 'Live acoustic', 'Best guitar', 'Chill', 'Chillout', 'Beautiful voice', 'ROCK', 'POP-ROCK', 'RNB', 'POP', 'Perfect', 'What About Us', 'Soberwhat', 'Try', 'Who Knew', 'KIISFM', 'Stay With Me', 'Sam Smith cover', 'BBCRadio1', 'Trouble', 'MarcoCollins', 'I have seen the rain', '1st time with her dad!', 'The One That Got Away', 'Beautiful Trauma', 'MrTreknation', 'Hurts 2B Human', 'The Truth About Love', 'Funhouse', ""I'm Not Dead"", 'Try This', ""Can't Take Me Home""]",80,4,1,0,0.0,PT31M2S
516,Euua9-d2SJs,2020-11-29T21:26:14Z,Best of Sagun Lofi Music | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Chill', 'Sagun', ""I'm Drunk And Confused"", 'trust nobody love', ""I'll Keep You Safe"", 'I Know You So Well', 'Is It True', 'feat. Shiloh', 'Shiloh Dynasty', 'lofi sad', 'sad soundtrack', 'chillout', 'music', 'music download', 'free', 'best', 'music video', 'top', 'music hits', 'playlist', 'chill-hop', 'songs', 'instrumental', 'hip-hop', 'relax', 'summer', 'winter', 'top 10', 'all time', 'rap', 'focus', 'study', 'motivation', 'classic', '90s', 'Live', 'Work', 'Radio', 'Concert', 'Artist', 'Melody', 'Lyrics', 'Dance', 'Canada', 'Usa', 'Oldschool', 'Newschool', 'Hop', 'Lofi']",78,5,0,0,0.0,PT19M45S
517,KosT3HQ1X2I,2020-12-03T21:50:05Z,Best of Beowulf  Lofi Music | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Chill', 'Beowulf', 'lofi sad', 'sad soundtrack', 'chillout', 'music', 'best', 'music video', 'top', 'playlist', 'chill-hop', 'songs', 'instrumental', 'relax', 'summer', 'winter', 'all time', 'focus', 'study', 'classic', '90s', 'Work', 'Radio', 'Artist', 'Melody', 'Lyrics', 'Canada', 'Usa', 'Oldschool', 'Newschool', 'Hop', 'Lofi', 'Savior', 'In My Eyes', 'Is It Too Late for Me', ""I'll give you the moon"", 'Nobody', 'Losing hope', 'Never letting go', ""I Don't Need Him"", 'Sarcastic Sounds', 'INTRN', 'Ayleen', 'Powfu', 'Laeland & Rxseboy']",66,5,0,0,0.0,PT28M57S
518,XjEZh_rAqZ8,2020-11-23T14:31:04Z,Best of Petit Biscuit 1 Hour  | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Petit Biscuit', 'Sunset Lover', 'Music', 'Petit Biscuit Mix', 'We Were Young', 'Alone', 'You', 'Memories', 'Once Again', 'Panama', 'JP Cooper', 'EDM', 'House', 'Dance', 'Chill', 'Chill Out', 'Indie Electronica', 'Electronic', 'Electro Posé', 'Mixtape', 'Emotion', 'Incredible', 'Amazing', 'Love', 'Chilldrum', 'Chillbass', 'Relaxing', 'World', 'Oceans', 'Beam', 'Forever being', 'Follow me', 'Presence', 'Problems', 'Break up', 'top musics', 'top hits', 'song', 'Lido', 'Møme', 'Isaac Delusion', 'Gravitation']",58,3,0,0,0.0,PT1H29M44S
519,eMNGxsB_uQQ,2020-12-09T14:40:22Z,Into The Wild - Eddie Vedder | Chill Mix ( Full Album),UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Eddievedder', 'Pearljam', 'Soundtrack', 'Intothewild', 'Chillmusic', 'Chillout', 'Chillost', 'Ost', 'Movie', 'Soundtracks', 'Themes', 'Society', 'Guaranteed', 'Long', 'Nights', 'Big', 'Hard', 'Sun', 'Fullalbum', 'Mix', 'Playlist', 'Folk', 'Guitar', 'Ukulele', 'Voicehigh', 'Quality', 'Old', 'New', 'Classic', 'Songs', 'into the wild movie', 'into the wild full movie', 'fullmovie', 'Song movie', 'Escape', 'Chill Playlist', 'Compilation Into The Wild', 'Wild', 'Country', 'Acoustic', 'Guitare']",57,4,0,0,2.0,PT33M19S
520,tPACTqaaTTU,2020-11-30T20:51:30Z,Best of Saint Romain Lofi Music | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Chill', 'Saint Romain', 'i was all you needed', 'we hide from the rain', '1000 miles', 'Pinecone', 'suicidal thoughts', 'Seasonal Depression', 'Off One', 'No Snow', 'feat. Shiloh', 'Shiloh Dynasty', 'lofi sad', 'sad soundtrack', 'chillout', 'music', 'music download', 'free', 'best', 'music video', 'top', 'music hits', 'playlist', 'chill-hop', 'songs', 'instrumental', 'hip-hop', 'relax', 'summer', 'winter', 'all time', 'study', 'classic', '90s', 'Live', 'Work', 'Artist', 'Melody', 'Lyrics', 'Canada', 'Usa', 'Oldschool', 'Newschool', 'Hop']",33,4,0,0,0.0,PT18M28S
521,Nlm6r6qPPEA,2020-11-08T21:52:25Z,VYEN | Chill Mix,UC5blzC64V7R1hwgXbXWQfZQ,Le Fyse,"['Chill', 'Mix', 'Chill Mix', 'Sleep', 'Lofi', 'posey', 'musique', 'music', 'chillout', 'VYEN', 'The beginning', 'The harbor', 'Stone Cold', 'Shivers', 'Overgrown', 'Guard down', ""Don't let me lose you"", 'Forget You Every Night', 'Someone to break me']",21,2,0,0,0.0,PT31M4S
522,vXENF8VSBss,2020-01-08T09:43:20Z,스르륵 잠이 들고 싶은데 (playlist),UCUbNhCJCQH-94fKhqKyTN-g,thanks for coming.,"['때껄룩', '떼껄룩', '플레이리스트', 'playlist', '시플', '시럽플레이리스트', '팝송추천', '노래추천', '사운드클라우드', '듣기좋은음악', '듣기좋은']",1921841,45824,319,0,2708.0,PT1H4M23S
523,OPS19XCeGm0,2020-01-14T09:03:00Z,집에서 듣기 좋은 올드 재즈팝 (playlist),UCUbNhCJCQH-94fKhqKyTN-g,thanks for coming.,"['비오는날듣기좋은', '밤에듣기좋은', '새벽에듣기좋은', '낮에듣기좋은', '아침에듣기좋은', '그루브팝', '팝송 추천', '2019 팝송', 'R&B 팝송 추천', '플레이리스트에 넣어야할', '옐로우 믹스테잎', '여행 갈때 듣기 좋은 팝송', '출근할때 듣기 좋은 노래', '퇴근할때 듣기 좋은 노래', '잔잔한 팝송', '재즈 팝송', '크리스마스재즈', '캐롤']",1851201,62871,372,0,2593.0,PT1H1M37S
524,TqRRsL68VEY,2020-01-30T14:04:30Z,"애는 착한데, 마음에 안들어 (playlist)",UCUbNhCJCQH-94fKhqKyTN-g,thanks for coming.,"['재즈', '재즈 추천', 'thanks for coming', '땡스포커밍', '땡뽀컴', '땡뽀', '재즈 맛집', '올드 재즈', '재즈 팝', '팝송 추천']",844892,30325,97,0,1812.0,PT1H3M27S
525,cDluW79z8WM,2020-01-01T13:41:27Z,계획 없이 사는 게 계획이야 (playlist),UCUbNhCJCQH-94fKhqKyTN-g,thanks for coming.,"['때껄룩', '떼껄룩', '플레이리스트', 'playlist', '시플', '시럽플레이리스트', '팝송추천', '노래추천', '사운드클라우드', '듣기좋은음악', '듣기좋은']",699903,13061,94,0,757.0,PT1H25M21S
526,FSDdC49Kvf8,2020-06-23T14:30:01Z,하려고 했는데 하라고 하니깐 하기 싫다 (playlist),UCUbNhCJCQH-94fKhqKyTN-g,thanks for coming.,"['땡포컴', '팝송 모음', '팝송 추천', '팝송 플레이리스트', '잔잔한', '자기 전에 듣기 좋은', '듣기 좋은', '새벽에 듣기 좋은', '밤에 듣기 좋은']",600123,19953,70,0,1668.0,PT1H1M57S
527,7z5GNjkQc-w,2020-01-25T08:04:07Z,일기를 쓰려는데 아무 일도 없었어 (playlist),UCUbNhCJCQH-94fKhqKyTN-g,thanks for coming.,"['비오는날듣기좋은', '밤에듣기좋은', '새벽에듣기좋은', '낮에듣기좋은', '아침에듣기좋은', '그루브팝', '팝송 추천', '출근할때 듣기 좋은 노래', '퇴근할때 듣기 좋은 노래', '잔잔한 팝송', '재즈 팝송', '집에서듣기좋은', '땡포커', '청소할때듣기좋은', '재즈추천', '보사노바', '자기 전에 듣기 좋은', '땡포컴', 'thanks for coming', '땡스포커밍']",559359,19968,78,0,991.0,PT1H19S
528,2hKQpeTjNIk,2020-07-12T13:00:00Z,밖에서 맞는 비 말고 안에서 바라보는 비였다 (playlist),UCUbNhCJCQH-94fKhqKyTN-g,thanks for coming.,"['땡포컴', '재즈 모음', '재즈 팝송', '재즈팝', '잔잔한팝송', 'jazz playlist', '자기 전에 듣기 좋은', '공부할 때 듣기 좋은', '작업할 때 듣기 좋은', '카페에서 듣기 좋은', '카페 팝송', '비 올 때 듣기 좋은', '여름에 듣기 좋은', '장마철에 듣기 좋은', '장마에 듣기 좋은']",467444,12944,109,0,1049.0,PT1H2M55S
529,usmCjDjLeT8,2020-01-19T03:52:51Z,방에 있는데도 방에 있고 싶다  (playlist),UCUbNhCJCQH-94fKhqKyTN-g,thanks for coming.,"['비오는날듣기좋은', '밤에듣기좋은', '새벽에듣기좋은', '낮에듣기좋은', '아침에듣기좋은', '그루브팝', '팝송 추천', '2019 팝송', 'R&B 팝송 추천', '플레이리스트에 넣어야할', '옐로우 믹스테잎', '여행 갈때 듣기 좋은 팝송', '출근할때 듣기 좋은 노래', '퇴근할때 듣기 좋은 노래', '잔잔한 팝송', '재즈 팝송', '집에서듣기좋은', '땡포커']",460677,13884,73,0,722.0,PT1H2M55S
530,AYHOe88ZxLY,2020-01-20T09:52:23Z,방도 어수선한데 무슨 생각 정리를 해 (playlist),UCUbNhCJCQH-94fKhqKyTN-g,thanks for coming.,"['비오는날듣기좋은', '밤에듣기좋은', '새벽에듣기좋은', '낮에듣기좋은', '아침에듣기좋은', '그루브팝', '팝송 추천', '2019 팝송', 'R&B 팝송 추천', '출근할때 듣기 좋은 노래', '퇴근할때 듣기 좋은 노래', '잔잔한 팝송', '재즈 팝송', '집에서듣기좋은', '땡포커', '청소할때듣기좋은', '재즈추천', '보사노바', '자기 전에 듣기 좋은']",440044,15658,54,0,767.0,PT1H5M48S
531,GcXGcIxhwvc,2020-01-21T10:34:21Z,"엄마, 다녀와서 정리하려고 했는데 (playlist)",UCUbNhCJCQH-94fKhqKyTN-g,thanks for coming.,"['비오는날듣기좋은', '밤에듣기좋은', '새벽에듣기좋은', '낮에듣기좋은', '아침에듣기좋은', '그루브팝', '팝송 추천', '2019 팝송', 'R&B 팝송 추천', '출근할때 듣기 좋은 노래', '퇴근할때 듣기 좋은 노래', '잔잔한 팝송', '재즈 팝송', '집에서듣기좋은', '땡포커', '청소할때듣기좋은', '재즈추천', '보사노바', '자기 전에 듣기 좋은']",438492,14269,66,0,752.0,PT1H1M9S
532,vtEbdx3phKw,2020-04-05T03:00:23Z,"잘못한 것도 없고, 잘 못한 것도 없는데 (playlist)",UCUbNhCJCQH-94fKhqKyTN-g,thanks for coming.,"['재즈', '재즈 추천', 'thanks for coming', '땡스포커밍', '땡뽀컴', '땡뽀', '재즈 맛집', '올드 재즈', '재즈 팝', '팝송 추천']",424899,15165,39,0,1873.0,PT1H2M32S
533,tIqFaRW_Rjg,2020-04-02T11:50:11Z,하고 싶은 걸 하고 살아 (playlist),UCUbNhCJCQH-94fKhqKyTN-g,thanks for coming.,"['재즈', '재즈 추천', 'thanks for coming', '땡스포커밍', '땡뽀컴', '땡뽀', '재즈 맛집', '올드 재즈', '재즈 팝', '팝송 추천']",412534,11712,65,0,1554.0,PT1H2M52S
534,64FihviwcI8,2020-01-17T14:34:44Z,집에서 듣기 좋은 올드 재즈팝 (playlist),UCUbNhCJCQH-94fKhqKyTN-g,thanks for coming.,"['비오는날듣기좋은', '밤에듣기좋은', '새벽에듣기좋은', '낮에듣기좋은', '아침에듣기좋은', '그루브팝', '팝송 추천', '2019 팝송', 'R&B 팝송 추천', '플레이리스트에 넣어야할', '옐로우 믹스테잎', '여행 갈때 듣기 좋은 팝송', '출근할때 듣기 좋은 노래', '퇴근할때 듣기 좋은 노래', '잔잔한 팝송', '재즈 팝송']",395303,12496,86,0,388.0,PT1H4M53S
535,57NP-vU58LM,2020-02-14T18:22:20Z,지금 자면 얼마나 잘 수 있는거지 (playlist),UCUbNhCJCQH-94fKhqKyTN-g,thanks for coming.,"['재즈', '재즈 추천', 'thanks for coming', '땡스포커밍', '땡뽀컴', '땡뽀', '재즈 맛집', '올드 재즈', '재즈 팝', '팝송 추천']",392287,13341,63,0,1685.0,PT1H5M38S
536,XmBxEPwuPjI,2021-01-01T04:15:13Z,안될 거란 마음은 사실 간절하게 잘되고 싶은 거였다(playlist),UCUbNhCJCQH-94fKhqKyTN-g,thanks for coming.,"['땡포컴', '재즈 모음', '재즈 팝송', '재즈팝', '잔잔한팝송', 'jazz playlist', '자기 전에 듣기 좋은', '공부할 때 듣기 좋은', '작업할 때 듣기 좋은', '카페에서 듣기 좋은', '카페 팝송']",343828,9884,32,0,1087.0,PT10H54M29S
537,5jWHLHsQsg0,2020-01-02T09:00:01Z,피곤해 보인다는 말 좀 그만해 (playlist),UCUbNhCJCQH-94fKhqKyTN-g,thanks for coming.,"['때껄룩', '떼껄룩', '플레이리스트', 'playlist', '시플', '시럽플레이리스트', '팝송추천', '노래추천', '사운드클라우드', '듣기좋은음악', '듣기좋은']",309298,6645,39,0,319.0,PT1H15M15S
538,aqp8xlMPaN4,2020-04-09T14:30:00Z,"이대로 사라지거나, 살아지거나 (playlist)",UCUbNhCJCQH-94fKhqKyTN-g,thanks for coming.,"['재즈', '재즈 추천', 'thanks for coming', '땡스포커밍', '땡뽀컴', '땡뽀', '재즈 맛집', '올드 재즈', '재즈 팝', '팝송 추천']",301849,10621,44,0,1268.0,PT1H4M57S
539,gpqgqJ1J8fg,2020-03-07T04:00:08Z,아침잠이 없는 이유는 점심에 일어나서야 (playlist),UCUbNhCJCQH-94fKhqKyTN-g,thanks for coming.,"['재즈', '재즈 추천', 'thanks for coming', '땡스포커밍', '땡뽀컴', '땡뽀', '재즈 맛집', '올드 재즈', '재즈 팝', '팝송 추천']",298991,6894,41,0,847.0,PT1H3M27S
540,d300xOevheM,2020-02-23T07:15:00Z,앉아있지만 좋은 일은 일어나길 (playlist),UCUbNhCJCQH-94fKhqKyTN-g,thanks for coming.,"['재즈', '재즈 추천', 'thanks for coming', '땡스포커밍', '땡뽀컴', '땡뽀', '재즈 맛집', '올드 재즈', '재즈 팝', '팝송 추천']",277874,6362,54,0,1010.0,PT1H3M43S
